rrcDist,nLeaseRep,nLeaseDelq,nWellFlow,nWellOther,bblAllowMonth,bblAllowDelqMonth,bblReportedMonth,bblReportedDay,pctUnderProduced,pipeline,trucks,otherTrans,bblClosingStock,date
9,7687,238,843,19329,2445817,122887,1119585,36116,52.47,68201,1128395,2224,1071446,2015-03-01
1,5532,154,4735,14866,35966695,1230824,15434417,551229,55.89,4860725,10625990,35068,1969593,2015-02-01
10,3270,66,800,9970,6835154,87136,1418370,50656,78.8,54386,1304496,727,1115367,2015-02-01
2,2412,14,1964,2167,22868341,206724,12494530,446233,45.05,8105762,4361630,22375,681598,2015-02-01
3,5648,241,2177,5990,4542356,74368,2546042,90930,43.38,566795,1984982,6868,1078635,2015-02-01
4,1210,29,247,1308,509964,7196,245710,8775,51.32,32515,219199,484,150696,2015-02-01
5,883,16,188,1491,862792,87472,331982,11857,57.97,28496,297471,95,150695,2015-02-01
6,3500,NA,509,8325,5620597,NA,1047231,37401,81.37,364247,656441,1530,580387,2015-02-01
7b,5427,135,422,9921,1669583,29600,923760,32991,44.05,247579,602458,982,782172,2015-02-01
7c,5828,205,1100,16304,12986064,312867,6078268,217081,52.35,2322131,3615864,14788,1827271,2015-02-01
8,15547,231,7562,51164,40367990,693606,20263001,723679,49.2,9183115,10816718,32425,5531406,2015-02-01
8a,4535,53,1104,23141,10233104,69608,8171668,291845,19.91,6306770,1758896,1987,1165510,2015-02-01
9,7707,221,840,19261,2266001,164102,1001067,35752,53.29,56957,840009,1560,1139749,2015-02-01
1,5579,188,3589,14509,36046691,428620,17519457,565144,50.98,5464496,12101747,41048,2072280,2015-01-01
10,3168,121,754,9587,6215587,162936,1591732,51346,73.47,72302,1508866,1002,1031093,2015-01-01
2,2404,21,1988,2151,25893567,61256,13396776,432154,48.18,7955096,5418559,15560,681109,2015-01-01
3,5676,222,2195,5999,5161365,117707,2863051,92356,43.73,606639,2219203,7566,1093348,2015-01-01
4,1225,25,264,1296,561939,9455,276613,8923,50.19,35153,249091,317,158041,2015-01-01
5,871,29,185,1416,958551,52948,380397,12271,58.38,39136,340806,208,144692,2015-01-01
6,3529,37,511,8396,7442650,14413,1161644,37472,84.39,396340,754939,2146,561470,2015-01-01
7b,5348,180,433,9748,1794502,50832,982829,31704,44.24,264826,738324,1613,700423,2015-01-01
7c,5923,89,1226,16634,14475123,332156,6564314,211752,53.85,2414760,4170002,11272,1690867,2015-01-01
8,15541,177,7524,50459,43350177,1364849,20114684,648861,52.5,9152071,11100151,42139,5338025,2015-01-01
8a,4467,101,1079,22998,11558166,88753,8686365,280205,24.58,6819922,1912236,1703,1047392,2015-01-01
9,7635,260,864,19267,2514044,128535,1136165,36650,53.02,64885,1057753,3136,1038399,2015-01-01
1,5483,174,3482,14579,36303002,908269,17772193,573297,50.17,5633354,12046357,33091,2142033,2014-12-01
10,3249,52,739,10300,6443910,152396,1610101,51939,74.19,86757,1523371,1524,1021079,2014-12-01
2,2376,45,1947,2146,27125280,837372,13110200,422910,50.59,7818719,5284698,10926,645354,2014-12-01
3,5810,101,2174,6080,5055944,117596,2859803,92252,42.62,647915,2244581,7514,1068849,2014-12-01
4,1213,42,274,1278,504618,12617,282508,9113,43.14,36479,240219,1208,165002,2014-12-01
5,882,11,192,1337,954445,52266,395623,12762,56.63,24288,379638,229,142770,2014-12-01
6,3527,16,518,8422,1876185,3348,1186045,38260,36.78,385511,799308,972,554258,2014-12-01
7b,5417,172,434,9808,1799229,33667,1031364,33270,42.02,283577,720936,1804,730343,2014-12-01
7c,5937,57,1222,16692,13585528,99636,7013830,226253,48.12,2435627,4461910,11738,1734009,2014-12-01
8,15504,130,7369,50761,42496293,561034,22033354,710753,47.69,10027618,11537265,35717,5471941,2014-12-01
8a,4532,46,1050,23108,11468256,37227,9070800,292606,20.79,6916536,2072749,2158,1109066,2014-12-01
9,7860,162,907,19392,2482801,65410,1180274,38073,51.54,67940,1106681,5014,1047947,2014-12-01
1,5491,148,3810,14098,40621590,877140,16822759,560759,57.83,5074592,11621465,11776,2082524,2014-11-01
10,3253,41,755,10184,6396351,284370,1565527,52184,73.97,84446,1448314,1197,1016556,2014-11-01
2,2400,20,2067,2071,26831694,151020,12537309,417910,53.08,7192298,5309956,1741,645040,2014-11-01
3,5588,248,2143,5983,4960487,96840,2794662,93155,42.98,601810,2143291,6802,1083873,2014-11-01
4,1222,25,269,1288,483130,8670,278577,9286,41.71,34772,241665,400,160213,2014-11-01
5,888,10,191,1343,941004,75207,369303,12310,57.96,53203,301934,6721,146819,2014-11-01
6,3542,23,516,8368,1813687,4710,1098980,36633,39.41,367142,704933,907,553267,2014-11-01
7b,5432,164,433,9832,1642156,30455,990786,33026,39.02,271626,2479185,1683,710866,2014-11-01
7c,5911,102,1236,16459,12794705,138650,6718918,223964,47.11,2271607,4379684,9063,1601720,2014-11-01
8,15449,142,7289,50420,39919114,1026538,20864440,695481,46.83,9348695,11136781,79750,4982210,2014-11-01
8a,4551,40,1041,23253,10893633,21270,8772753,292425,19.4,6774614,1954924,901,1028231,2014-11-01
9,7879,209,887,19202,2362409,113664,1134008,37800,50.31,59470,1033056,2966,1032766,2014-11-01
1,5404,184,4664,14226,43202831,901125,17464897,563384,58.84,4869881,12608024,17751,1907434,2014-10-01
10,3208,72,739,10179,5865386,390910,1631689,52635,69.85,89747,1558899,1165,886571,2014-10-01
2,2360,30,1958,2063,25886896,291710,12052859,388802,53.05,7066449,4978986,8061,603585,2014-10-01
3,5614,248,2137,5951,5219632,241459,2823453,91079,44.29,610307,2232378,6972,1033288,2014-10-01
4,1227,22,267,1307,502572,7750,293891,9480,40.98,36179,260069,706,160983,2014-10-01
5,838,35,176,1359,696446,23684,296195,9555,56.28,32744,266697,288,134404,2014-10-01
6,3512,18,513,8207,1842042,4340,1141116,36810,38.05,378812,756112,1081,523440,2014-10-01
7b,5423,153,432,9755,1740832,31615,1034739,33379,39.93,257517,788537,1824,681232,2014-10-01
7c,5924,70,1187,16536,12744617,161069,6987097,225390,44.73,1830229,5187903,6943,1539736,2014-10-01
8,15393,136,7234,50379,39997681,526732,21217665,684441,46.49,8777583,12528670,29056,4635669,2014-10-01
8a,4557,29,1039,23296,11215481,63773,8688632,280278,22.33,6623977,2140166,2036,982138,2014-10-01
9,8012,147,893,19673,2432488,53507,1248036,40259,47.92,59885,1182061,2789,1033713,2014-10-01
1,5462,109,4565,14733,41111730,440224,17427739,580925,57.23,5272813,12041853,18243,1950851,2014-09-01
10,3206,73,730,10199,5591357,536627,1604079,53469,67.95,108485,1555307,1529,901923,2014-09-01
2,2346,29,1893,2051,25020094,271260,12577404,419247,49.35,7181105,5421521,4549,596881,2014-09-01
3,5660,207,2161,5927,5167250,170310,2740249,91342,45.82,588449,2125915,5885,1078231,2014-09-01
4,1188,41,253,1279,432360,10230,279443,9315,34.54,31890,235978,1324,160542,2014-09-01
5,850,19,179,1510,579030,27810,246280,8209,55.79,33670,209210,151,135190,2014-09-01
6,3561,18,517,8188,1842634,9060,1102618,36754,40.16,367002,734752,794,522672,2014-09-01
7b,5366,215,427,9459,1749373,42336,986625,32888,42.75,243863,725193,1689,688331,2014-09-01
7c,5888,95,1171,16352,12240110,64570,6491978,216399,46.78,1882208,4545664,7322,1567321,2014-09-01
8,15356,123,7384,49768,39493073,454800,19944376,664813,49.1,8586741,11188926,22156,4704674,2014-09-01
8a,4519,46,1041,23205,10979555,80500,8530867,284362,22.05,6601461,1854988,1098,1059886,2014-09-01
9,7972,174,936,19580,2361174,65956,1209707,40324,47.79,64276,1127915,2137,1035873,2014-09-01
1,5318,89,3470,14668,40777790,702863,18310031,590646,54.49,5457776,12932778,22443,1819461,2014-08-01
10,3118,105,658,10286,5310019,271717,1463543,47211,70.65,104315,1356593,1119,909979,2014-08-01
2,2343,19,1857,2056,25445413,340380,13416177,432780,46.81,6965306,6450160,4811,618230,2014-08-01
3,5591,270,2104,5900,5180885,266321,2744005,88516,45.24,556803,2164470,6222,1002335,2014-08-01
4,1186,28,255,1296,451791,15996,261057,8421,40.98,31581,233407,925,143788,2014-08-01
5,820,34,167,1463,514256,6944,245904,7932,51.71,22109,223691,208,125613,2014-08-01
6,3539,32,509,8171,1905074,7702,1147582,37019,39.76,382800,749299,1365,527157,2014-08-01
7b,5369,202,439,9519,1818618,64013,999657,32247,43.8,215254,778136,1671,676053,2014-08-01
7c,5884,83,1176,16300,12549788,183693,6577683,212183,47.07,1959068,4651292,7985,1499203,2014-08-01
8,15256,116,7261,49241,39095903,739364,20240001,652903,47.57,8487246,11722257,23511,4511900,2014-08-01
8a,4543,39,1034,23232,10756410,28916,8820403,284529,17.9,6853291,2010049,1638,982795,2014-08-01
9,7962,179,926,19529,2453049,102325,1187062,38292,50.15,70290,1129223,2499,1015086,2014-08-01
1,5302,130,4335,14379,40641275,756600,17412220,561685,56.5,4674051,12772052,17177,1898372,2014-07-01
10,3130,67,608,10545,5725881,232407,1460276,47106,73.08,97971,1351295,1733,932895,2014-07-01
2,2356,15,1879,1994,24392106,360158,12708491,409951,47.38,6118839,6584756,6548,612371,2014-07-01
3,5743,113,2121,6025,5046696,125271,2707481,87338,45.48,583385,2170732,5844,987806,2014-07-01
4,1228,6,247,1345,447454,1023,266463,8596,40.37,31613,240148,803,156988,2014-07-01
5,832,34,168,1472,554931,31186,247989,8000,53.34,32631,216167,91,125871,2014-07-01
6,3560,17,510,8170,1862970,2728,1133461,36563,39.16,369325,790487,1037,517096,2014-07-01
7b,5465,113,497,9831,1783964,23952,986609,31826,44.23,243803,764900,808,689783,2014-07-01
7c,5894,83,1093,16269,12595550,77272,6202847,200092,50.54,1704090,4470738,9927,1540970,2014-07-01
8,15167,124,7264,49142,38138951,262296,20180965,650999,46.84,8331954,11777607,27842,4445695,2014-07-01
8a,4570,22,1029,23210,10759984,25637,8781907,283287,18.3,6363713,2426209,2528,1032054,2014-07-01
9,8000,160,938,19667,2369994,73532,1207668,38957,47.96,69654,1152980,2777,1033658,2014-07-01
1,5362,72,3210,14696,36089578,391186,16893025,563101,52.81,4507549,12362907,18566,1952962,2014-06-01
10,3118,65,585,10437,5048430,197220,1352151,45072,71.85,81378,1222812,1311,903975,2014-06-01
2,2350,24,1803,1987,21942731,443214,12603293,420110,41.86,5906939,6691938,5393,600458,2014-06-01
3,5725,92,2102,6063,4642150,132210,2639839,87995,42.14,555280,2050857,6099,1039078,2014-06-01
4,1221,9,211,1376,473550,12420,260203,8673,44.13,28259,224828,806,156895,2014-06-01
5,855,7,171,1515,446340,12510,222070,7402,49.27,35356,187842,35,128307,2014-06-01
6,3501,42,NA,8077,1851381,9870,1116845,37229,39.68,376785,723330,1835,536594,2014-06-01
7b,5412,148,498,9649,1702858,28380,977502,32583,42.01,240239,716225,788,704806,2014-06-01
7c,5921,78,964,16326,11675484,71460,5611679,187056,51.72,1390986,4227217,7757,1518091,2014-06-01
8,15030,123,7366,48515,34814393,389070,18631660,621055,46.09,7984926,10561369,26301,4293712,2014-06-01
8a,4524,40,1019,23132,10393070,41070,8533933,284464,17.75,6156329,2371420,2108,1028138,2014-06-01
9,8059,109,925,19898,2186362,43255,1139073,37969,47.21,63742,1034742,2868,1059624,2014-06-01
1,5077,176,4789,13305,34371633,183196,16679434,538046,51.29,4598069,12220728,17670,1922306,2014-05-01
10,3031,101,568,10038,5528385,199764,1343969,43354,74.42,77474,1285310,2007,890722,2014-05-01
2,2306,32,1872,1798,21670095,183776,12046546,388598,44.11,5540121,6549748,4969,584629,2014-05-01
3,5684,123,2078,6035,4683613,146785,2692918,86868,41.41,584465,2105351,8451,1001859,2014-05-01
4,1188,40,205,1332,495074,12651,263991,8516,45.78,31848,241072,717,147320,2014-05-01
5,816,37,161,1398,460643,29698,227608,7342,48.33,22972,208037,48,126520,2014-05-01
6,3529,31,NA,8069,1925676,12245,1136425,36659,40.99,381140,757724,1429,525940,2014-05-01
7b,5337,168,473,9604,1764880,36434,1023335,33011,41.29,263968,749296,816,675552,2014-05-01
7c,5859,104,935,16119,9642464,60917,5656249,182460,41.12,1464417,4121777,17895,1492773,2014-05-01
8,14811,246,6785,47929,33886693,1027897,18550034,598388,44.2,7640300,10853296,27709,4068302,2014-05-01
8a,4489,73,845,23250,20784155,66154,8819364,284496,57.46,6388299,2358806,1348,1018963,2014-05-01
9,7819,269,922,19384,2456302,85671,1150901,37126,51.92,69335,1103405,2662,992174,2014-05-01
1,5190,122,4696,14033,32721311,307100,16356240,545208,49.69,4112558,12080398,17764,2064683,2014-04-01
10,3006,87,552,10423,4821008,1135020,1173529,39118,67.42,13732,1179960,1569,873427,2014-04-01
2,2227,89,1813,1740,20066890,324120,10929727,364324,44.97,4715046,6197502,4609,616119,2014-04-01
3,5579,215,2008,6043,4438020,78300,2672962,89099,39.15,564257,2115039,3903,992465,2014-04-01
4,1197,33,211,1340,485190,16500,259718,8657,45.28,28278,230998,3233,156851,2014-04-01
5,834,20,161,1465,452220,9450,232553,7752,47.84,22132,212839,247,129570,2014-04-01
6,3536,21,NA,8043,1839154,11400,1240910,41363,32.53,349882,892206,1649,533960,2014-04-01
7b,5343,157,496,9416,1705110,42672,987375,32913,41.22,243668,740437,3365,679174,2014-04-01
7c,5805,101,823,16022,10285540,271455,5476474,182549,45.83,1286268,4165908,9058,1442821,2014-04-01
8,14555,336,6575,47636,30533259,1247945,17449967,581666,41.42,7024851,10538465,21683,3953428,2014-04-01
8a,4484,64,806,23227,20498325,77700,8516007,283867,58.32,6140156,2428883,1858,939558,2014-04-01
9,7809,271,914,19814,2432986,72538,1125635,37521,52.69,74088,1052558,3650,1020815,2014-04-01
1,5125,117,4583,14101,34086006,276366,16396200,528910,51.61,4531879,11771077,26562,1904645,2014-03-01
10,3012,86,545,10310,5167020,191487,1210652,39053,75.27,46570,1163365,1710,924790,2014-03-01
2,2271,21,1752,1823,19970232,62844,10667758,344121,46.47,4077426,6580771,11314,614918,2014-03-01
3,5719,81,2067,6122,4981522,60078,2699086,87067,45.4,590211,2101662,5190,1015533,2014-03-01
4,1198,35,210,1339,559178,9176,279719,9023,49.4,32169,241423,762,165162,2014-03-01
5,844,8,157,1488,392899,34689,223921,7223,39.92,25795,194949,442,118746,2014-03-01
6,3553,31,NA,8204,1914012,7378,1094348,35302,42.82,355550,733054,1408,541351,2014-03-01
7b,5423,124,499,9557,1737892,36024,1013962,32708,40.93,247342,764169,2809,682263,2014-03-01
7c,5814,107,943,15782,10713143,241613,5353789,172703,49.24,1356039,4006016,9919,1395968,2014-03-01
8,14667,152,6414,48051,31808233,523306,18270389,589367,41.99,7372281,10710593,23092,4110046,2014-03-01
8a,4480,57,815,23059,20792104,45322,8846357,285366,57.38,6305923,2498490,2008,999374,2014-03-01
9,7856,212,911,19986,2546610,56840,1160548,37437,53.65,76599,1111392,2941,1040482,2014-03-01
1,5119,105,4333,14102,31586654,190616,14599461,521409,53.57,4311027,10163202,33002,1830150,2014-02-01
10,2977,74,525,10268,4569403,116172,1027246,36687,76.63,42446,942459,984,895901,2014-02-01
2,2244,17,1709,1818,18579986,29680,9804942,350177,47.17,4196083,5554716,18596,610124,2014-02-01
3,5681,96,2061,6091,4595753,44548,2429851,86780,46.79,517026,1901041,5254,1010562,2014-02-01
4,1191,28,210,1354,492030,11004,254126,9076,47.57,29144,225364,1281,154793,2014-02-01
5,827,15,159,1415,344400,3304,186947,6677,45.38,21613,164987,119,123590,2014-02-01
6,3524,29,NA,8158,1712626,9212,1035165,36971,39.56,338246,681937,964,529192,2014-02-01
7b,5352,161,496,9524,1578056,28147,890947,31820,42.92,224391,645011,1916,700339,2014-02-01
7c,5836,71,945,15815,10417373,147386,4706901,168104,54.32,1138375,3523726,9921,1409736,2014-02-01
8,14597,119,6053,47920,29288791,183002,16244519,580161,44.32,6544216,9584299,31328,3871454,2014-02-01
8a,4506,49,783,23018,19480270,18431,7946931,283819,59.17,5650869,2280032,2052,967828,2014-02-01
9,7937,158,898,19881,2319439,42764,1048351,37441,54.16,62124,957609,3290,1068253,2014-02-01
1,5042,103,3297,14713,35554582,153264,15967684,515087,54.94,4600496,11385186,8116,1716650,2014-01-01
10,2985,41,494,10409,5195848,26784,1038359,33495,79.84,15317,1055601,1834,813072,2014-01-01
2,2277,32,1646,1811,20147221,120249,9836013,317291,50.97,4994298,4847942,7740,561681,2014-01-01
3,5702,104,2043,6105,5230460,53475,2682373,86528,48.36,560862,2111829,4605,1003559,2014-01-01
4,1197,41,214,1284,551893,16616,275658,8892,49,32596,251363,1648,155424,2014-01-01
5,820,20,153,1402,374077,7812,198878,6415,46.1,21828,179933,113,123005,2014-01-01
6,3516,41,NA,8124,1930270,19065,1078860,34802,44.11,362442,718806,1147,521658,2014-01-01
7b,5353,163,580,9450,1698550,30092,993327,32043,40.9,228938,777665,2646,681045,2014-01-01
7c,5809,81,991,15648,11485911,143465,5200485,167758,54.29,1185897,4109089,13366,1354417,2014-01-01
8,14504,139,5916,47658,32768915,303955,17292011,557807,46.91,7000819,10445045,39022,3751265,2014-01-01
8a,4478,51,651,23101,20377014,19468,8895070,286938,56.31,6373673,2553300,1531,949579,2014-01-01
9,7893,186,872,19773,2557612,51863,1177716,37991,53.24,83267,1110166,2914,1039625,2014-01-01
1,5029,103,3136,13850,34738316,358236,15031374,484883,56.37,4267282,10676561,22429,1730149,2013-12-01
10,2969,46,467,10332,4604089,229307,937631,30246,77.89,13890,913886,1006,842013,2013-12-01
2,2279,16,1593,1821,19235132,253420,9623694,310442,49.51,4883230,4696341,26261,560509,2013-12-01
3,5541,248,1897,6078,5221016,112530,2689623,86762,47.73,537612,2150337,11910,980590,2013-12-01
4,1244,22,256,1324,548576,6138,272814,8800,49.88,34698,235052,1546,172094,2013-12-01
5,810,21,153,1473,352377,7781,195661,6312,43.7,33255,167517,66,119858,2013-12-01
6,3511,35,NA,8171,1951448,28334,1097194,35393,43.78,373797,741271,3491,526526,2013-12-01
7b,5394,121,556,9584,1669145,28474,949842,30640,42.5,230972,720829,572,699051,2013-12-01
7c,5848,64,926,15616,10586746,178808,4905681,158248,53.07,1065191,3776242,7528,1450777,2013-12-01
8,14363,199,5872,47265,31935520,394258,16620718,536152,47.52,6734398,9748043,28560,3844512,2013-12-01
8a,4495,38,635,23144,20227101,29884,8797038,283775,56.46,6364385,2483033,1921,979195,2013-12-01
9,7890,173,872,19747,2609053,42470,1136584,36664,55.87,77586,1045508,997,1056708,2013-12-01
1,5013,85,3209,13698,34163330,252036,13774397,459147,59.42,3857134,9848688,15865,1643148,2013-11-01
10,2946,59,451,9826,3456544,32310,963639,32121,71.79,15304,917666,891,815514,2013-11-01
2,2198,30,1587,1693,18774865,466615,8750261,291675,52.52,4797269,3921718,10632,550605,2013-11-01
3,5468,269,1849,6018,4674249,168978,2475835,82528,45.77,528810,1914326,7691,974408,2013-11-01
4,1222,22,254,1305,524076,18360,262181,8739,48.75,33123,218830,872,166405,2013-11-01
5,833,10,158,1505,417540,11040,211638,7055,48.39,32597,168415,63,129477,2013-11-01
6,3494,69,NA,8170,1842685,13200,1052426,35081,42.89,347166,666789,1737,542941,2013-11-01
7b,5320,140,569,9325,1555373,37643,931110,31037,39.29,240965,657102,1970,691295,2013-11-01
7c,5726,93,900,15347,9384486,146760,4146442,138215,55.27,896934,3190790,5362,1356901,2013-11-01
8,14142,196,5600,46695,29251627,508020,15607289,520243,46.04,6437307,8916463,18212,3625698,2013-11-01
8a,4466,66,499,23092,22215396,62430,8593411,286447,61.22,6213639,2283186,942,1025190,2013-11-01
9,7906,160,870,19803,2706474,38640,1162601,38753,56.54,82876,1058235,1568,1048439,2013-11-01
1,4871,118,3031,14720,34218040,252935,14142483,456209,58.41,4311240,9859745,17989,1562921,2013-10-01
10,2952,41,465,9908,3750169,335885,1039499,33532,69.15,15465,1048047,679,800819,2013-10-01
2,2226,38,1538,1670,19268801,561667,8649524,279017,54.09,4358921,4270514,13739,518820,2013-10-01
3,5524,241,1795,6137,4623180,58838,2667790,86058,41.85,532223,2146090,6474,955571,2013-10-01
4,1212,27,250,1301,629054,16244,264157,8521,57.1,35928,225844,2836,155812,2013-10-01
5,810,35,151,1494,397017,11470,208735,6733,46.41,22835,186582,91,111106,2013-10-01
6,3535,44,NA,8214,1831914,16368,1096555,35373,40.14,377036,738576,2980,519170,2013-10-01
7b,5360,137,578,9344,1612230,27063,941954,30386,40.99,240305,706824,1070,670333,2013-10-01
7c,5739,77,892,15287,8991395,111135,4609412,148691,48.3,1066339,3539874,18776,1289655,2013-10-01
8,14015,133,5486,45898,29050038,253797,16073739,518508,44.36,6677842,9422825,20676,3358167,2013-10-01
8a,4475,38,510,23240,12627833,15190,8773611,283020,30.48,6205095,2578450,852,943927,2013-10-01
9,7892,158,890,20004,2892622,52735,1223443,39466,57.07,87283,1127556,1112,1026279,2013-10-01
1,4839,154,2854,14318,32119392,196890,13642895,454763,57.31,4327202,9264952,19732,1569882,2013-09-01
10,2868,69,462,9633,3350901,59781,1072501,35750,67.37,3183,1068893,230,800806,2013-09-01
2,2238,18,1479,1716,18210966,43170,8965875,298863,50.68,4475242,4470712,8783,509884,2013-09-01
3,5669,90,1898,6163,4909574,63570,2554848,85162,47.51,511917,2012104,8729,979750,2013-09-01
4,1213,31,235,1356,552890,7890,262638,8755,52,33741,222195,1864,157246,2013-09-01
5,806,34,158,1571,388260,11940,198482,6616,47.8,33355,164453,248,110943,2013-09-01
6,3544,56,NA,8116,1823340,11070,1035686,34523,43.2,337867,678968,2722,542164,2013-09-01
7b,5348,144,579,9357,1547148,30302,897162,29905,41.33,216597,662082,2538,682161,2013-09-01
7c,5636,136,882,14974,8723524,166830,4173232,139108,51.49,965145,3132938,5296,1281264,2013-09-01
8,13781,210,5273,44515,27973094,474361,15039647,501322,45.64,6434491,8494853,19202,3347592,2013-09-01
8a,4450,66,524,23167,11750430,34740,8502068,283402,27.54,5975736,2544279,1261,943480,2013-09-01
9,7826,231,895,19666,2856213,73708,1194224,39807,57.29,83311,1098040,1824,1006864,2013-09-01
1,4841,136,2693,14704,31387126,510323,13728086,442841,55.69,4148225,9457039,15244,1520337,2013-08-01
10,2936,34,461,10216,3254095,15593,1065739,34379,67.08,15340,1016530,418,824514,2013-08-01
2,2238,18,1445,1712,19042366,243315,9193058,296550,51.28,4419318,4778478,11340,493049,2013-08-01
3,5713,67,1897,6196,5057653,32891,2626556,84728,47.84,497241,2115601,4628,971881,2013-08-01
4,1235,26,247,1367,584732,14508,268372,8657,53.24,36246,284921,1242,154181,2013-08-01
5,829,14,159,1611,378913,3472,195908,6320,47.98,28591,172322,172,117865,2013-08-01
6,3542,64,NA,8148,1880925,16957,1072555,34598,42.98,346798,727652,3084,519237,2013-08-01
7b,5411,86,541,9460,1631603,25577,912561,29437,43.52,216001,692650,1555,674846,2013-08-01
7c,5670,85,903,14783,8500966,45539,4028877,129964,52.42,981282,3093055,9646,1206784,2013-08-01
8,13751,155,5297,44945,28209797,311891,15337632,494762,45.24,6565646,8841879,16141,3200855,2013-08-01
8a,4459,70,527,23117,13243944,50406,8721942,281353,34.01,6132744,2593242,1577,965407,2013-08-01
9,7853,196,904,19804,3206091,44726,1251557,40373,60.47,93672,1177540,2442,1008208,2013-08-01
1,4794,184,2580,14716,30635969,473792,12871746,415218,57.44,3447762,9546301,17836,1411661,2013-07-01
10,2950,28,466,10258,3415594,181350,1047789,33800,67.47,17976,994851,318,798582,2013-07-01
2,2220,18,1399,1704,18519263,169374,9147190,295071,50.29,4126318,5015263,10344,517224,2013-07-01
3,5729,53,1853,6215,5018869,29481,2562053,82647,48.75,488866,2096206,4185,952710,2013-07-01
4,1243,21,245,1381,606217,19237,261024,8420,55.83,33900,235192,1266,155352,2013-07-01
5,838,7,155,1681,333374,3348,188381,6077,43.14,23933,175041,42,122660,2013-07-01
6,3569,35,NA,8187,1864436,4681,1102523,35565,40.87,366395,754532,3579,532760,2013-07-01
7b,5390,110,543,9331,1625434,24397,913736,29475,43.26,216061,707931,1308,671066,2013-07-01
7c,5718,44,910,14807,9448946,28148,4130988,133258,56.18,945016,3177184,10208,1272401,2013-07-01
8,13726,86,5239,44557,28077053,124629,15272108,492649,45.45,6437778,8735388,19761,3272347,2013-07-01
8a,4497,36,563,23250,13376376,28334,8774208,283039,34.33,6253116,2522768,1401,982684,2013-07-01
9,7961,128,918,20114,3187706,34813,1256497,40532,60.2,94044,1179362,2869,1042764,2013-07-01
1,4726,197,2414,14897,27911219,456565,12303720,410124,55.35,3390437,8857558,5624,1520856,2013-06-01
10,2906,65,451,10162,2793540,63840,989138,32971,63.79,15221,965644,1038,741434,2013-06-01
2,2159,25,1306,1720,16812314,224618,8483265,282776,49.07,3462654,5008614,7864,517323,2013-06-01
3,5486,224,1808,5964,4654725,220800,2340237,78008,48.06,534272,1812857,3330,940172,2013-06-01
4,1236,20,247,1387,584139,6630,264039,8801,54.4,34935,226253,1722,165689,2013-06-01
5,836,9,158,1664,311670,3570,177083,5903,42.78,31370,141748,311,132166,2013-06-01
6,3541,31,523,8130,1808823,6480,1071849,35728,40.74,355526,692885,2127,553792,2013-06-01
7b,5238,196,573,9188,1609688,38296,870717,29024,45.08,213419,652055,1300,671497,2013-06-01
7c,5660,93,853,14644,9206859,199522,3880072,129336,57.1,904140,2984851,8273,1247946,2013-06-01
8,13581,113,5033,43924,26000525,190920,14231754,474392,45.01,6037741,8133974,18229,3143153,2013-06-01
8a,4475,49,552,23242,11142981,33540,8415249,280508,24.37,5975927,2440738,3963,974345,2013-06-01
9,7784,241,911,19646,3192654,54869,1223830,40794,61.07,113876,1108659,1753,1047834,2013-06-01
1,4696,164,2688,14408,26844348,419559,11945008,385323,54.96,3238915,8714321,6897,1402959,2013-05-01
10,2926,52,465,10146,2230251,69440,1018043,32840,53.26,21686,1055916,483,734661,2013-05-01
2,2115,14,1364,1595,17610206,59311,8418223,271556,52.08,3214626,5241710,9369,511730,2013-05-01
3,5558,183,1779,6078,4475664,86771,2504012,80775,43.37,536837,1979134,4922,962555,2013-05-01
4,1242,15,247,1376,582159,7781,264250,8524,54.14,33870,229096,2248,164622,2013-05-01
5,835,11,158,1664,313162,2356,182828,5898,41.36,28179,157922,86,128111,2013-05-01
6,3538,44,511,8106,1889809,12741,1132942,36546,40.05,394271,733689,3076,528811,2013-05-01
7b,5399,114,586,9517,1592353,20646,904159,29166,42.76,209946,692034,929,677091,2013-05-01
7c,5681,66,868,14535,8917456,114158,3920947,126482,55.58,864156,3057862,9059,1255904,2013-05-01
8,13374,249,4852,43549,26236333,514817,14607967,471225,43.63,6504882,8264390,21201,3012620,2013-05-01
8a,4459,58,545,23311,11498878,64394,8833849,284963,22.98,6309276,2497717,60045,974531,2013-05-01
9,7860,142,912,19824,3746057,45300,1280597,41310,65.39,125741,1177064,2332,1049316,2013-05-01
1,4685,115,2584,14486,25821423,277078,10648415,354947,58.39,3106691,7458139,8901,1355511,2013-04-01
10,2890,69,481,9916,2158766,66210,1019508,33984,51.7,2136,1037214,830,789222,2013-04-01
2,2121,32,1289,1596,16243906,246286,7650770,255026,52.37,2599141,4986651,7057,551933,2013-04-01
3,5663,88,1817,6177,4410660,53840,2359245,78642,46.08,514841,1834332,4512,984191,2013-04-01
4,1244,13,259,1358,543144,8835,262835,8761,51.04,32033,229241,1405,166102,2013-04-01
5,844,8,161,1666,299779,1080,190443,6348,36.35,27686,165850,49,132422,2013-04-01
6,3551,26,525,8103,1876899,6144,1102249,36742,41.27,372607,734415,3758,529257,2013-04-01
7b,5410,103,577,9368,1510394,16918,871740,29058,41.89,203499,661916,1332,678733,2013-04-01
7c,5654,50,877,14421,8102912,47045,3776508,125884,53.19,846620,2965877,6648,1248327,2013-04-01
8,13286,260,4083,43240,24911175,767670,13872266,462409,43.23,6229269,7626058,18841,3081075,2013-04-01
